topic_id;post_number;messages
140;2492; Quote: bb29804e0b8513a9: 1- I was trying to give you advice I don't know why you're being so cockish, no one is telling you what can do you can stay bad as long as you want. TBH you're the one being cockish here.This person came in and tried to give us advice on current playstyles, and you resort to the you're bad stfu ****. Okay c3930062e45967af makes this thread, doesn't reply at all, he deserves to be **** talked. 061db2a0c94c729b comes here and tells us this is a great remake, then fails hard when it goes live and tries to john about school. He deserves to be trash talked. a390c313de73e558 comes here and has a giant elitist attitude, he deserves to be **** talked. But here is someone who just said they had a decent experience in ranked games with her and giving advice, they do not deserve to be **** talked.Telling somebody to switch champions is not advice. I would joke about that as advice, you are being a complete ******. And to be honest you aren't that much better, I'm assuming since a6064fa71beceac7 didn't play in a while her elo decayed, she is high silver 3 right now and one a winning streak meanwhile you are stuck at gold 5. Are you really that much better?EDIT: honestly the worst part about this thread is how unorganized it is. Me and a few others have tried to organize it but people like you really ruin our cause. 
140;2496; Quote: e3546ce273113939: TBH you're the one being cockish here.This person came in and tried to give us advice on current playstyles, and you resort to the you're bad stfu ****. Okay c3930062e45967af makes this thread, doesn't reply at all, he deserves to be **** talked. 061db2a0c94c729b comes here and tells us this is a great remake, then fails hard when it goes live and tries to john about school. He deserves to be trash talked. a390c313de73e558 comes here and has a giant elitist attitude, he deserves to be **** talked. But here is someone who just said they had a decent experience in ranked games with her and giving advice, they do not deserve to be **** talked.Telling somebody to switch champions is not advice. I would joke about that as advice, you are being a complete ******. And to be honest you aren't that much better, I'm assuming since a6064fa71beceac7 didn't play in a while her elo decayed, she is high silver 3 right now and one a winning streak meanwhile you are stuck at gold 5. Are you really that much better?EDIT: honestly the worst part about this thread is how unorganized it is. Me and a few others have tried to organize it but people like you really ruin our cause. When did I call him bad prior to him going Feminazi or tell him to shut up? When did I say anything about his rank? And you're hilarious bringing up my rank as if my MMR hasn't been to Gold 1 and back. I average more than 130 CS a game and I don't average 8.4 deaths a game minus anomalies, and that's with 30 4v5s, so yeah I'd say I'm better. Even if I was worse, so what? When someone is dying 12 times a game while scrounging 130 CS it's not so crazy to suggest trying other champs.You've done nothing to organize this thread.You want to talk trash about ranks, how about you post on your Bronze 5 main instead of hiding on a low level smurf then? JK, I know your B5 main is a6064fa71beceac7.I can see why the response may be taken offensively though, so I'll change that (more, it was already edited). 
140;2507; Quote: e3546ce273113939: 130? Are you looking at the same games I am?http://matchhistory.na.leagueoflegends.com/en/#match-history/8eba845fde0553b4/45288652The only game that was close to 130 was a 20 minute game LOL. And it's funny you bring up deaths, look at your history:http://matchhistory.na.leagueoflegends.com/en/#match-history/8eba845fde0553b4/41969841It's just as ****ing bad LOL!!!! I love this guy Trying to organize this thread - Goes on to talk **** on his smurf instead of his main because he's a coward.Why are you linking normals (Edit: My bad, I'm blind) when I was talking about your ranked Cass games since the rework? Your Cass CS number is 132 average, 8.4 deaths a game since the rework minus the one game with no deaths.My stats include tons of team 5v5 games where I'm mid facing Diamonds and Plats, and 30 4v5s. Your stats are you being dumpstered by low Silvers.Stop embarrassing yourself, no one cares you're terrible. Your pathetic attempt to try to slander me won't make you seem better. Best of all, it's because I suggested you try other champs. Clever girl. 
140;2508; Quote: e3546ce273113939: It's just as ****ing bad LOL!!!! I love this guy Hey trashcan, stop hijacking this thread to talk trash. No one cares you're butthurt. You want to continue dying 12 game against Silver 5s while getting 130 CS that's your business, stop being so super salty because someone gave you a suggestion. Get out of this thread, no one cares. I feel embarrassed for you. 
140;2514; Quote: bb29804e0b8513a9: 132 CS total average on Cass, 8.4 deaths average post-rework aside from one game. All against low Silvers. What there is incorrect? Nothing, it's all correct and you're butthurt. Again, no one cares, go away. For someone who pretends you give a **** about organizing this thread you sure try to hijack it because you feel embarassed about your stats. No one is mocking you for being bad despite you trying to talk **** to those who are easily 2 leagues above you, move on. I hijacked this thread by defending somebodies opinion? No you hijacked the thread by trying to be a giant elitist, meanwhile you're still trash gold 5 talking **** to somebody 2 leagues lower than you? hahah, okay. Your not even arguing the value of what the person said, you are arguing how good they are, which is probably why they left, instead of arguing with a useless trash gold 5 player like yourself. You kill the support from this thread instead of uniting cass players you trash talk them away. 
140;2515; Quote: c8aabd9b2029696b: And then he/she proceeded to go with having DoT steps on Brand's toe argument.There better be a response before 300 page mark. Yeah I agree that Draven's passive would have been better if it was just nerfed rather than replaced with something that makes him feast or famine.I seriously doubt he'll respond to this thread, he wants to stick his head in the ground and ignore reality. He'll probably make a post on the new boards where everyone goes to circlejerk Rioters no matter how wrong they are. Quote: e3546ce273113939: Hurr durrr Holy **** this moron is still talking? Now he's pretending he's some sort of champion of justice making up some stupid story which never happened.If I install FEK to blacklist him will it completely remove his posts or does it do one of those this post his hidden things? 
140;2809;I just want to point out I think you (061db2a0c94c729b) are super overrating the current Cass as you have 8 hojillion games on her and are in a lower Elo than you belong, not to mention it's so rare to see a Cass that most people don't know how to fight it. Once you get back to the Elo you belong, once people become more adept at facing Cass, her win rates will go down, not up. And regardless, her early and mid games are a joke, she's weak even half an hour in. Nearly all games are already decided by 30 minutes if not already over. Quote: 436d8248538d8377: She doesn't need buffs. She is just fine right now and she scales very well. A champion who struggles to hold a 40% win rate and you come in saying She's strong I hope she doesn't get nerfed, wow so strong, so broken, wow too much, don't buff or nerf pls Either post on your real account, which you won't and we all know why, or STFU and get lost you sniveling little tool. 
140;2812; Quote: 436d8248538d8377: She doesn't need buffs. She is just fine right now and she scales very well. There you have it folks, c3930062e45967af/the Riot balance team have deemed her OP at 40% win rate. Cass is over, everyone refund your Cass skins and go home.PS: You've succeeded at being the most annoying troll I've seen in a long time with your BS. Congrats, everyone hates you for your lies and your 100% false sincerity and false info being spewed out. 
144;85; Quote: c70c1d1283678cca: Sounds like a load of bull if you ask me.You mentality people never change. it's like everyone who makes youtube videos or reaches a high elo is being paid to say it's just mentality.if you are nice to your team every game youll get to Diamond!If you don't rage youll get out of bronze in a day!All you have to do is kiss everyones ass and be a total bich!Luck has absolutely nothing to do with your wins HUUUUUUUUUURRRRR DDDDDYYYYUUUUUUUUUUURRRR And you low elo scum with ****ty KDA's, poor csing numbers and poor objective understanding will never change. If you're bronze 2 and have a cruddy KDA or are going even in lane, THIS SUGGESTS YOU ARE WHERE YOU BELONG. The system doesn't raise you up just for trying, that's not how winning works. And if you're convinced you're at because of your teammates, you're never going to improve because you're too self-centered to believe it could ever possibly be because of you as well. Improving doesn't happen by yelling at your teammates or noticing how many things they do wrong - how in god's name are you going to win and do what you need to do if you spend more time focusing on your teammates and not yourself? Sounds like a load of bull to me. 
216;99;Judging from the print screen you're a dick yourself and probably flamed enough back to earn the reports. I do love me some cow though so thanks for the build.
237;11; Quote: f3e1868330ffa6bc: Thought this drama was done and over with. It wont be over with until Riot starts taking away names from people unfairly to give them to anyone that requests them, the way bffe79b5fbb0fe47 unfairly sucked a riot dick to get bffe79b5fbb0fe47 
237;12; Quote: d3fae4dac002591d: So is 5e77e0a688cccd6a.That chat needs to be shut down. Yo stfu 
237;54; Quote: 81b0e5a95035be73: bump She's actively responding to users Cool story, now leave and take all your trolls with you. 757953 ohh.gif 
237;100; Quote: 39a9b5e8fc65f4a9: You can't drop ratings like gold - silver, you can only drop divisions like silver III - silver II. dumbass her TRUE HIDDEN elo will get down to silver or whatever her rating is. division V's dont matter at all when you have 0 LP with 2 lp gains a win lmao when you're at that, you should know that you're probably playing against bronzies or silvers 
647;7; Quote: b9f75569b7aa19ea: lol no one cares about dominion get out of here weeb. Aw its an adorable idiot who has no idea about life or even knows there has been dominion tournaments regularly for years 
647;87; Quote: 366e2fbedabc9736: If there is no confirmation for turning on ranked in the next month or two, then delete Dominion from the game. There is no reason to continue to keep the mode on if you have no plans to fully or even partially support it. You're a ****ing idiot. DO WHAT I SAY OR DELETE DOMINION Did you know that there are people who would still like to play Dominion but don't care about ranked? 
647;317; Quote: 366e2fbedabc9736: Ill even throw out weak champions. Aatrox, Sion, Thresh, Gangplank, (I say)Twitch, and possibly Naut. EVERY other champion can be played at the highest levels of TOURNAMENT play. Yes, even in solo Q where you face broken champions, even though thats just an illusion at this point. And yes Diamond/Challenger players coming from SR and getting **** stomped over and over again in tournaments is proof that its only diamond solo q skill level. /sarcasm Sorry I dont recall asking for your garbage opinion I want actual statistics You do record those right? Being a professional mode and all Here I can make a claim too Every dom player is worse at SR than the average player at their level I have nothing to back this up but can certainly claim it, using the power of persecution complex and tears 
647;346;I get the feeling you're a moron. You waited 24 minutes and think you're not going to get them, lol. Gandair is at work atm. When he is back, I will ask him if he has something like that. Its quite common knowledge that 80% of the champ pool is viable in Dominion. If you knew anything at all about the mode you are talking about, you would know this. But I'll humor you anyway.
647;355; Quote: 1ee87d18c464663b: Edit: Also that persecution complex is pretty strong dude, coming from one of the people that were telling your friends to troll me and report me whenever i was in a game with them. Which i haven't forgotten by the way. lmoa wut? OH! your on my ignore list too. Its pretty hard to get there. So you must have been acting like an ignorant ass hat in game. Then it all made sense. 
647;363; Quote: 366e2fbedabc9736: For me to tell my stream to come after you that must've been something pretty drastic.and you help the game mode? Then where have you been the past 3 years? Or you're a toxic ******* for telling people to intentionally harass me, but justify it any way you like Quote: oh wait lets see 2 posts on launch... then nothing until we talked about drastic revive changes, which you derailed the discussion into nothing... Oh you mean the thread where you insulted me and derailed anything I had to contribute. Despite the fact at the time i could talk to some Rioters directly and had been, also i totally never posted about Dominion else where on the forums or other forums in general. Quote: But because your diamond I know your so much more knowledged than 69dc94b7030ddae7 who was THE best Dominion player of all time. Who posted thisSo tell me. How much do you care about Dominion? I like how you keep bring this up when no ever said being Diamond meant we knew more about dominion. We said it meant we had better mechanical skill and we knew more about 1v1 match ups. Which is true. This doesn't apply to dominion. This applies to league of legends. 
647;367; Quote: 1ee87d18c464663b: Why are you people always so ****ing aggressive? Jesus christ. Do you not know how to be nice to people like at all? Edit: Also how do you define Viable. Do you mean niche, or you know common place. Cause 90% of the champs on SR are viable If we came into your mode and decided to try to tell you what the meta was and who was viable, you might get a bit ticked also. Dont talk out of your ass and we will return the favor. 
647;559; http://i.imgur.com/eIk0wHa.png (http://i.imgur.com/eIk0wHa.png)**** you d8720f83aa12db6b. **** you, you useless, air-headed, egotistical, stubborn piece of ****. 
647;698; Quote: 623f518ecc850fee: ITT: A bunch of whining babies..... You guys don't get it. I've been a part of the league community since pre-season 1, and I remember when dominion first launched. It was supposed to get a ranked queue, but you know what happened? It fell flat pretty quickly, it was extremely hyped but after about two weeks people gave up on it and now it only caters to those who are new to the game or those who have been playing dominion for awhile. The problem is, dominion isn't challenging or engaging. You think the mobility creep is bad in SR then you obviously haven't played dominion very seriously... The challenge is have the team with the best mobility and that's it. There's hardly any strategy that goes into playing dominion when you faceroll over your opponents with OP champions and then proceed to take the points. Not to mention that there are champions who would be completely obsolete. LLMAOOOOO pls... stop making yourself look like an idiot. Just to pin your point to the wall.. Last weeks tournament had an Anivia in the finals (and it won). Youve been around since S1 right? How mobile is Anivia? 
647;953; Quote: e5f6ae9abe2ceddc: Translation because I'm speaking out my ass your post deserves to get downvoted because you don't agree with me isn't that what you're saying? Seriously 8e65b082c4262407 comes in and tries to help out and give out what data he can when he hasn't stepped in before and all you trolls and sheep care about is puffing out your chest and thumping it saying look at me acting all big. If the majority of people prefer normals why should they cater to a vocal minority that acts like a spoiled child (you and the people like you). The people that would like a ranked Dominion myself included would like to have a valid logical discussion without the epeen thumping trolls and sheep like you ruining it for the rest of us. You do far more harm to the discussion than good and for all your talk you don't represent the community at large or the people that want ranked Dominion. Those that want to have a open and good conversation are at least getting some good feedback from Riot on the issues involved while the shrill few (you being one of them) are simply posting to be shrill. Again if you and the rest think it's so easy and you know better then make your own game company and run it how you want and see how well that works out for you. I and most of the community would rather trust Riot and the people with the knowledge and background to discuss these ideas and the pitfalls and advantages of them then listen to someone trying to be act smarter then they are. Yes you're speaking out of your ass. Please tell me what part of my post is not correct? Yes I'm not kissing 8e65b082c4262407's feet, but someone has to balance you puppies like you that pee themselves from happiness just because red is in the thread. After all this time and mismanagement of the mode we deserve deeds and demonstration of grasping the basic facts, not cookie cutter words. It deserves to be downvoted because it fails epically at understanding basic points that are being presented in this thread crystal clear. I appreciate 8e65b082c4262407's effort, but his lack of understanding is terribly dissappointing: 1. He doesn't get solo queue and team ranked is not the same. 2. He doesn't get draft queue and ranked is not the same. I'm not queuing for draft so I don't need ranked - please tell me where is logic in that? And what does ranked with all the recognition, prizes and legitimacy that goes with it and draft have in common, apart from simple champions drafting??? 3. He seemingly isn't even aware Riot killed Dominion draft themselves and draws conclusion there should be no dominion ranked because dominion draft is dead. 4. He still doesn't get that existence of ranked (no matter how small percentage of people actually play it) increase population of people that play normals because it gives it legitimacy and feeling that knowledge from normals will translate some day to ranked. This is no brainer and several very clever participants pointed that out. Sorry 8e65b082c4262407, I believe you're fantastic at what you do, which is player's behavior and such (sorry if I'm wrong), but for now, your contribution to this particular discussion fails to deliver and leaves me thinking that if your lack of understanding reflect how the whole Company's got lost with this, we are in hopeless situation and we are pushing water up the hill. So as much as I appreciate your spending time with us, I'd rather hear from someone who is more knowledgeable about this topic than you. 
647;1312; Quote: 41174ec407a3c40f: Sorry, but I played Dominion when it first came out and played it pretty much exclusively until the draft queue died. It wasn't the lack of balance with some champs in the mode that inspired me to stop playing, it was the community that played it seemed to be going down the crapper and the death of the draft queue was simply final nail in that coffin which proved that point. A playerbase that only plays the mode that is the crutch that those who can't handle the full strategy of the game rely on is not a strong playerbase. Maybe Riot should fix the mode, but I can't necessarily fault them for placing their focus elsewhere when the playerbase that plays the mode doesn't necessarily care about the integrity of it either. Seriously, just stop, and quit while you can ... Because it's obvious you haven't read any of this thread and are simply posting out of your ass 
647;1331; Quote: 41174ec407a3c40f: Sorry, but I played Dominion when it first came out and played it pretty much exclusively until the draft queue died. It wasn't the lack of balance with some champs in the mode that inspired me to stop playing, it was the community that played it seemed to be going down the crapper and the death of the draft queue was simply final nail in that coffin which proved that point. A playerbase that only plays the mode that is the crutch that those who can't handle the full strategy of the game rely on is not a strong playerbase. Maybe Riot should fix the mode, but I can't necessarily fault them for placing their focus elsewhere when the playerbase that plays the mode doesn't necessarily care about the integrity of it either. It's not so much that your comments are stupid, ignorant, and irritating, as they are completely devoid of grasping the reality, deeply unsatisfactory and missing the whole soccer ball so much that you flip in the air and fall right down flat on your dick. 
647;1370; Quote: 8c191572a6f8b343: They exist because I find the continuation of this temper tantrum that is clearly going nowhere fascinating. Get as determined as you like, little ant. You aren't going to move that rubber tree. Thanks for bumping our thread, random forum troll.The beneficial utility of your inane banality and idiotic vitriol serves only to aid our cause. 
647;1581; Quote: 00d48f62e5b339fd: Hey guys, We appreciate the passion, and we're going to try to address this with a one, two punch. I'm going to talk high-level League design philosophy and a83be08248cb1db4 will jump in with some Dominion specifics. First, Dominion isn't going anywhere. Ascension is a new temporary game mode that we hope you'll enjoy, but it is just using some Dominion assets, not replacing the game. However, this is a good opportunity to reaffirm why we like temporary game modes in the first place. League is largely centered around Summoner's Rift. That focus lets us design the game specifically for that map. We can make decisions about everything from movement speed to ult cooldowns with SR in mind. We constrain ourselves if we have to make sure a design change will work on any number of maps, and it bloats the game and introduces bugs when we make a lot of special case rules about items or abilities for the alternate maps. We still do it, but it's a last resort. Now that's largely an argument for why it's easier for us to develop with a single map focus. But we think there is also benefit for players above and beyond our just being able to offer a better experience. The more maps and alternate game modes we offer, the more it subdivides the player population. We're at a state where that situation isn't too bad, but imagine what League would feel like with a dozen maps, and players split among all of them. It's one of the challenges of matchmaking that the more game modes you support, the harder it is to find a good game for anyone. Furthermore, it just divides up the mind share. Games like soccer and chess aren't played on a variety of maps. There are some variant rules, and they serve similar goals as ours do: to give players something more when they've gotten a little bored of the standard way to play. This is one of the reasons we spun up a team to specifically focus on temporary game modes, such as URF, Doombots and now Ascension. We feel like we can offer a fun and novel way to play League, without the commitment to eternal upkeep, especially for those modes that end being less awesome than some of the others. I mention this, because we think the future of alternate maps for League lies with alternate game modes (and I'm specifically talking maps with different rules -- cosmetic art changes to existing maps is a different topic). In the meantime, we do have Twisted Treeline, Crystal Scar and Howling Abyss, and we want to keep supporting them, recognizing that they aren't as central to the game as Summoner's Rift and therefore will probably never have the audience of Summoner's Rift. We also understand the perception of a vicious spiral here. Specifically, the less attention Riot pays to those maps, the less likely the audience is to grow, which means Riot is less likely to pay additional attention, and so on. Take your cancer back to WoW you damn crab. / didn't like you there and I don't like you now. 
685;30; Quote: d14634f6ed459720: Is true that u have a 9 inches dong? O u O Check saint's stream if you must know Quote: 7f2333ce78ca8b59: do me Uh I don't really know you but I can agree that Akali is hotCancer, but hot cancer Quote: 25f1c66612874910: Hurt me A lot nicer than I am (especially on here) but you still need to relax a bitYou can talk to people you want to know better, they won't bite (I know that isnt exactly easy but js)I read that stalker story while creeping your AMA and can understand why you don't trust people much though Quote: 4b4e13ad1f463235: Creator of the Hawke Signal reporting in to be judged. You need a fek avatar, other than that I don't know you very wellThose were good times though Quote: 4a13dc685e1c5b34: You know, I always have done thatI just never used multiquote, tried using it once or twice and gave up Ye its a habit of mine Quote: 86dfda2b2c4daf05: Yo 01cc2473e12c615ehurt me dawg You are a good basketball and need to post more so I can actually assess you fgt Quote: 2da64e4a87e97212: I am an amateur baller. Tell me, Original Senpai. Gotta calm down and go with the flow dawgI've been coming here for a long time and used to be an awful person that spammed garbage and took everything seriously, but have changed since then (debatable)Just have a good time and try to be a bit more careful with what you say 
685;31; Quote: 6f2d35c25fb498ec: there's that guy who did it on a rockband guitar. keyboards are as casul as they come. I saw the guitar, wish I could be that ballin1v1 me no buffs fgt http://i.imgur.com/RFI18lk.gif Quote: ccbbe30fd98d223c: Sure why not I know you're a good guy but you gotta try not to bring IRL fury onto gamesI'm sure you already know that though Quote: 1ee87d18c464663b: I created you and I can destroy you. http://i.imgur.com/RFI18lk.gif Quote: a58d253bdae42b53: 01cc2473e12c615e Senpai. I learned all I know about Darius from you. You showed me the Dunk, when there was only Darkness, and for that I thank you. 1089167 d4.jpg 
685;56; Quote: fa8614338588975c: Me please. 3 You youngins are a lot more mature on here than I'd expect, always surprises meJust remember what I said in that thread and keep your chin up dawg Quote: ddf5ce4da8463d96: Go ahead, dunk me.....WHAT ARE YOU WAITING FOR?!?! Man I've really gotta get to know people I add better70f1331da44281ed is a pretty cool guy and so are you Quote: 1ee87d18c464663b: I wasn't asking for your opinion. (WINK WINK NUDGE NUDGE GET IT CAUSE WERE ELO BUTT BUDDIES.) Ha gay 
685;57; Quote: c4c9b0655ffd3c61: Who are you? I ask myself that question every day Quote: f273b822d1fb5706: b Get involved in drama too much, other than that I don't know a lot about you Quote: 907c229705c54aaa: Dunk me and call me a weeb pls. u fkin weeb I haven't seen you around a lot dawg, but keep doing your thing and terrifying my friends when they reverse search your avatars 
685;58;that was nice of you but you're saying I am immature at times???? wtf??? What the f*ck did you just say to me? Who the f*ck are YOU? You know, it's hilarious that little girls run around here pretending to be icons, pretending to be relevant. Me? I'm a world ****ing champion. I got so many rings, I put them on my dick out of boredom. I'm a legend, a living God that must be worshiped and praised for the sheer amount of awesome I spew with every waking action I take. From every breath to every fart, I literally sh*t gold. You? You're nothing. You're a walking collection of ***** stained waste thrown aside from 2 rapid homeless hermaphradites. All you do is lose. You know why? Because you're a little b*tchboy who can never be on my level. Learn your place you filthy 3rd world country inhabitant. And while you're at it, go cut my grass and pick up all the dog sh*t in my yard and eat it and realize it's the best meal you'll ever have because you're a b*tchboy.
685;99;i dont care what some fkn darius main nooblord thinks of me. that being said, what do you think of my darius nooblord guide you dumb fkn probably 12 jackass? http://www.lolking.net/guides/preview/305411
1030;11; Quote: 6f2d35c25fb498ec: ya my favorite time to watch is stream is when he's playing anything but Jax, feeding horribly, and *****ing at his teammates for feeding :^) or when he breaks out the trusty Tiamat i've seen him do well a couple times on irelia and jarvan so just because you havent seen it doesn't mean it hasn't happened and vice versa. i can tell by your assumptions and level of intelligence that you're still in highschool. retarded kid 
1030;12; Quote: 160a1b78dcdbd065: i've seen him do well a couple times on irelia and jarvan so just because you havent seen it doesn't mean it hasn't happened and vice versa. i can tell by your assumptions and level of intelligence that you're still in highschool. retarded kid I can tell you're a ****ing ****** **** ****** kid because how much of an immature ****ing little **** you are Gotcha 
1030;15; Quote: 1649ddb9d9410e9e: I can tell you're a ****ing ****** **** ****** kid because how much of an immature little **** you are Gotcha fighting fire with fire is a good strategy. i'm also fairly certain there's a few people in here that don't agree with all this **** talk and they wouldn't admit to it because it's not the popular opinion and they'd likely get hate for it so **** it why would they post? i just wanted to say that because if i didn't then no one else wouldve and i don't give a flying **** if you kids hate on me or not. it's not right all the hate he gets or his ban or the fact that no one would dare defend him. you're probably a ****ing douch e little kid too 
1030;17; Quote: 6f2d35c25fb498ec: i was gonna take your bait but fd897c3091b5bee1 drophacked my internet before i could finish the reply. he drophacked 1 game in season 1 and now he's getting **** for it for the rest of his life? lmao you people are disgusting. find something better to do with your sad lives why don't you? i'm sure if you did something dumb and got **** for it still 3 years later it'd piss you off too don't you think? 
1030;18; Quote: 160a1b78dcdbd065: he drophacked 1 game in season 1 and now he's getting **** for it for the rest of his life? No, he's getting **** for the rest of the life because he's always been a polarizing poster who either you agree with or you hate, because he's a dismissive dick and thinks he's always right about everything. So yeah, if the way you want to play this game is within his personal agenda, I guess he's cool, otherwise he wants everything you play to suck so that he wins every game from then on AND HE WANTS IT RIGHT NOW AND YOU BETTER NOT SAY OTHERWISE. 
1030;19; Quote: 3b6d05057a86f61e: These are the kind of people who defend fd897c3091b5bee1 **** i would defend anyone who gets this much unwarranted hate. doesn't matter if he's fd897c3091b5bee1 or not. and who exactly are these people do you know me kid? i don't ****ing think so. forum/internet persona =/= real life persona so your comment is pointless irrelevant and invalid in so many ways. you're clearly some kind of mentally retarded clone. 
1030;30; Quote: 1649ddb9d9410e9e: Because his posts inflict physical pain on me you still don't have to deal with him. blacklist him and don't click on his posts. are you ****ing dumb? seriously 
1030;33; Quote: 160a1b78dcdbd065: Do you kids really have ****ing nothing better to do?!? really? go jack off if you're THIS ****ing bored that you feel the need to hate on someone for no good reason. Uh... do you have nothing better to do than defend a faceless player on the internet on a forum? You realize you're being just as worthless as those you're fighting at the moment. 
1030;37; Quote: 1649ddb9d9410e9e: I'd rather not do that, because he's not so bad of a poster that he's just straight up wrong all the time. He does bring up valid points from time to time. Blacklisting people who I don't agree with seems kind of narrow minded and stupid to me. if you refuse to blacklist him then complain about his posts then it's your own ****ing problem kid. you have been given the choice of dealing with him or not and you complain about it still?? i don't understand. you sound pretty stupid to me too right about now 
1030;44; Quote: 6f2d35c25fb498ec: and? and? and what? you've reached a new level of mental retardation... this is amazing. lol. 
1030;46; Quote: 160a1b78dcdbd065: he drophacked 1 game in season 1 and now he's getting **** for it for the rest of his life? lmao you people are disgusting. find something better to do with your sad lives why don't you? i'm sure if you did something dumb and got **** for it still 3 years later it'd piss you off too don't you think? You do know he got caught Drop hacking with Tiamat and got flamed pretty damn hard from it. Tiamat was not in Season 1.Please get fd897c3091b5bee1 dick out of your ass because its pretty damn deep inside you right now 
1030;49; Quote: ec2fe75ff2b81df6: You do know he got caught Drop hacking with Tiamat and got flamed pretty damn hard from it. Tiamat was not in Season 1.Please get fd897c3091b5bee1 dick out of your ass because its pretty damn deep inside you right now uhh... lol yeah it was i played in season 1. it just wasn't melee only. shows how much you know, retar d.and that's not a drophack. that's crashing the game. drophacking is a direct attack on the game files on the server you fckwitt 
1030;50; Quote: 160a1b78dcdbd065: uhh... lol yeah it was i played in season 1. it just wasn't melee only. shows how much you know, retar d.and that's not a drophack. that's crashing the game. drophacking is a direct attack on the game files on the server you fckwitt LOL it was a glitch with Tiamat dumbass fanboy. And it was brought into the game during Season 3. MORON!Are you new to this game? It was brought into the game season 1. But the Tiamat Drophack was in SEASON 3. Do we need to link threads to your dumbass fanboy to show you fd897c3091b5bee1 drop hack threads? fuck outta here ****** ass fanboy bitch 
1030;51;http://forums.na.leagueoflegends.com/board/showthread.php?t=3651712 This is from Season 1? Stay down bitch fanboy loser.
1030;52; Quote: ec2fe75ff2b81df6: http://forums.na.leagueoflegends.com/board/showthread.php?t=3651712This is from Season 1?Stay down bitch fanboy loser. wow took you long enough to do some research. which i'm not going to bother acknowledging because you said tiamat was not in season 1which is straight up wrong. you said nothing about the bug not being in season 1 therefore you're wrong. learn to formulate a correct argument. also, i said it in my first post and across multiple of my posts that i don't give a **** if it's fd897c3091b5bee1 or someone else. you're probably the most retarded fa ggot in this thread.also, stay down? you have to get me down before i can stay that way first. i repeat, you're probably the most retarded shitposting faggot in this thread. 
1030;53; Quote: 160a1b78dcdbd065: you people all make me sick. he did nothing wrong to deserve it. everyone just targets him because they don't like him even if he doesn't do anything wrong now. why don't you sad nerds go find something to do with your lives other than talk **** about someone that doesn't even affect your guys' lives? oh wait you don't have lives... that's why you're making this thread.inb4 hurr durr fd897c3091b5bee1 fanboy no not really. i've seen his stream a couple of times, that's about it, and i'd defend anyone in his position if the same thing were to happen because this thread and you people are full of ****. you all disgust me.GD is like highschool, everyone says everyone in GD is cancerous filth well guess what the same applies to you kids. What the **** did you just ****ing say about me, you little *****? Ill have you know I graduated top of my class in the Navy Seals, and Ive been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla warfare and Im the top sniper in the entire US armed forces. You are nothing to me but just another target. I will wipe you the **** out with precision the likes of which has never been seen before on this Earth, mark my ****ing words. You think you can get away with saying that **** to me over the Internet? Think again, ****er. As we speak I am contacting my secret network of spies across the USA and your IP is being traced right now so you better prepare for the storm, maggot. The storm that wipes out the pathetic little thing you call your life. Youre ****ing dead, kid. I can be anywhere, anytime, and I can kill you in over seven hundred ways, and thats just with my bare hands. Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little ****. If only you could have known what unholy retribution your little clever comment was about to bring down upon you, maybe you would have held your ****ing tongue. But you couldnt, you didnt, and now youre paying the price, you goddamn idiot. I will **** fury all over you and you will drown in it. Youre ****ing salty, kiddo. 
1090;42; Quote: b831d96b8a71aa9b: No you don't. LOL Ya. Clearly you do feel bad. By typing in LOL Are you retarded or what Everyone knows the word lol is literally just filler nowadays 
1090;64; Quote: af7622e5e14ee3c0: People die all the time, get over it pussies. It's good d006a79862139d6b is gone now, they were obviously too weak to survive to the next generation, we're better off without their genes. I wonder if morons who think like this actual know how biology works, or if they simply enjoy an overflow of **** coming out of their *******. 
1090;79; Quote: e188c21e82f89ee3: Rest in pieces. fk u 
1090;106; Quote: ae42c9674fbdcc9e: This individual is the REASON they are grieving. Suicide is a stupidly selfish, irrational, unreasonable, irresponsible thing to do to those who care about you. If you are having problems, suck it up, or get counselling. Don't punish the people who care for you by forcing them to deal with your death for the rest of their lives, wondering if there was something they could have done, something they could have said, to change your mind. This is ridiculously selfish. Someone's life is so unbearable that they want to end it. But how does it affect MEEEEE? People like you make me sick. 
1090;117; Quote: a1a079bf97bf3ff6: Someone's life is so unbearable that they want to end it. But how does it affect MEEEEE? People like you make me sick. I didn't know or care for her. This DOESN'T effect me at all. I am thinking of those this selfish individual left behind. There are millions upon MILLIONS of people who have it WAY worse then this person. Astronomically worse. Yet this individual decided to punish everyone who was close to... it, by committing suicide. Again, that is extremely selfish, and it annoys me that people feel sorry for this individual. This individual doesn't deserve pity and sympathy. People like you that glorify this ridiculous cowardly act make ME sick. 
